Dataset,Task,Metric,Activation,Avg_Score,Max_Score,Min_Score,Epochs_As_Best,Overall_Winner,Leader_Changes
simplelinear,Regression,R2,E,0.9899771354198456,0.9987981915473938,0.004280030727386475,209,E,40
simplelinear,Regression,R2,XER,0.9852354013919831,0.9988193511962891,0.04812586307525635,104,E,40
simplelinear,Regression,R2,R,0.9533827719688416,0.9987927079200745,-0.044635891914367676,0,E,40
simplelinear,Regression,R2,LR,0.975194211602211,0.9988017082214355,0.0066522955894470215,3,E,40
simplelinear,Regression,R2,PR,0.9852562290430069,0.9987736940383911,0.007367730140686035,7,E,40
simplelinear,Regression,R2,RR,0.9714430692195892,0.9985525608062744,-0.1007620096206665,0,E,40
simplelinear,Regression,R2,G,0.9786254317760468,0.9987913966178894,-0.016528964042663574,6,E,40
simplelinear,Regression,R2,S,0.966798610329628,0.9987843632698059,-0.016229987144470215,0,E,40
simplelinear,Regression,R2,C,0.9420635492801667,0.9986189603805542,-0.02449798583984375,0,E,40
simplelinear,Regression,R2,ELU,0.9787427282333374,0.9987881779670715,0.017162799835205078,0,E,40
simplelinear,Regression,R2,SELU,0.9833246765136718,0.9988065958023071,-0.0437546968460083,3,E,40
simplelinear,Regression,R2,T,0.9510306392908097,0.9987334609031677,0.047625064849853516,0,E,40
simplelinear,Regression,R2,HT,0.9579224030971527,0.9987813234329224,0.03726494312286377,0,E,40
simplelinear,Regression,R2,ST,0.9418046944141388,0.9987673759460449,-0.02579939365386963,0,E,40
simplelinear,Regression,R2,SS,-2.8281211853027344e-06,1.1920928955078125e-07,-0.0003752708435058594,0,E,40
simplelinear,Regression,R2,HS,0.9837404650449753,0.9987267255783081,-0.19107675552368164,10,E,40
simplelinear,Regression,R2,ReLU6,0.9716703435182571,0.9988150000572205,-0.03944540023803711,152,E,40
simplelinear,Regression,R2,Sw,0.9769483556747437,0.9987796545028687,-0.05523693561553955,5,E,40
simplelinear,Regression,R2,LgS,0.9768429040908814,0.9987847805023193,-0.021996021270751953,1,E,40
simplelinear,Regression,R2,Si,0.8642977828979492,0.9973847270011902,-0.02206587791442871,0,E,40
simplelinear,Regression,R2,Mish,0.9738702045679093,0.9987887144088745,-0.03874480724334717,0,E,40
simplelinear,Regression,R2,U,-4.745579047799111,0.8832109570503235,-2492.69970703125,0,E,40
quadratic,Regression,R2,E,0.8861440097093582,0.9325330257415771,-1.281708002090454,10,XER,13
quadratic,Regression,R2,XER,0.8939443249702453,0.9345405697822571,-1.3126435279846191,436,XER,13
quadratic,Regression,R2,R,0.837630430817604,0.9317747950553894,-1.232337474822998,0,XER,13
quadratic,Regression,R2,LR,0.8263561775684357,0.9315070509910583,-1.2179195880889893,0,XER,13
quadratic,Regression,R2,PR,0.8512277762889862,0.931846022605896,-1.1958069801330566,0,XER,13
quadratic,Regression,R2,RR,0.8473856090307236,0.9303338527679443,-1.277482271194458,0,XER,13
quadratic,Regression,R2,G,0.8360523308515548,0.93346107006073,-1.2589819431304932,0,XER,13
quadratic,Regression,R2,S,0.8677509982585907,0.9321067333221436,-1.2747085094451904,2,XER,13
quadratic,Regression,R2,C,0.8434310117959977,0.9333440065383911,-1.3549163341522217,0,XER,13
quadratic,Regression,R2,ELU,0.8390057764053345,0.9332742094993591,-1.2638466358184814,0,XER,13
quadratic,Regression,R2,SELU,0.8699605202674866,0.9341077208518982,-1.056858777999878,51,XER,13
quadratic,Regression,R2,T,-0.10678353595733643,-4.76837158203125e-06,-1.2118797302246094,0,XER,13
quadratic,Regression,R2,HT,-0.13230941367149354,0.0,-1.2973551750183105,0,XER,13
quadratic,Regression,R2,ST,0.012719384789466858,0.7288497090339661,-1.2348179817199707,0,XER,13
quadratic,Regression,R2,SS,0.7212260816097259,0.932908296585083,-1.2819383144378662,0,XER,13
quadratic,Regression,R2,HS,0.16099743592739105,0.2491101622581482,-1.2347803115844727,0,XER,13
quadratic,Regression,R2,ReLU6,-0.10519583332538605,5.960464477539063e-08,-1.2404334545135498,0,XER,13
quadratic,Regression,R2,Sw,0.8435602456331253,0.9322079420089722,-1.2247812747955322,0,XER,13
quadratic,Regression,R2,LgS,0.840507731795311,0.9311575293540955,-1.0464799404144287,0,XER,13
quadratic,Regression,R2,Si,-0.10166661894321441,4.76837158203125e-07,-0.9912641048431396,1,XER,13
quadratic,Regression,R2,Mish,0.8494835205078125,0.9324541687965393,-1.1835875511169434,0,XER,13
quadratic,Regression,R2,U,-673360476373.7896,-0.4616893529891968,-336680238186496.0,0,XER,13
cubic,Regression,R2,E,0.9419279443025589,0.9895938038825989,-0.0008168220520019531,55,G,42
cubic,Regression,R2,XER,0.9639357308149338,0.9894236922264099,0.0011565089225769043,150,G,42
cubic,Regression,R2,R,0.4888070623874664,0.5593812465667725,-0.0006583929061889648,0,G,42
cubic,Regression,R2,LR,0.9086118175983429,0.9893602728843689,-7.045269012451172e-05,0,G,42
cubic,Regression,R2,PR,0.9144333791732788,0.9893480539321899,0.00011146068572998047,0,G,42
cubic,Regression,R2,RR,0.9187153820991516,0.988705039024353,0.0005246996879577637,0,G,42
cubic,Regression,R2,G,0.9240716602802277,0.9897325038909912,-0.0002086162567138672,272,G,42
cubic,Regression,R2,S,0.9182798812389373,0.989463210105896,-0.0006464719772338867,0,G,42
cubic,Regression,R2,C,0.9216058535575866,0.9894248247146606,0.0043441057205200195,1,G,42
cubic,Regression,R2,ELU,0.9159111694097519,0.989639401435852,-0.0014325380325317383,15,G,42
cubic,Regression,R2,SELU,0.9246884233951569,0.9894692897796631,-0.008769392967224121,1,G,42
cubic,Regression,R2,T,0.24827267241477965,0.4291442036628723,0.001025557518005371,0,G,42
cubic,Regression,R2,HT,0.24525157177448273,0.425628125667572,-0.0014832019805908203,0,G,42
cubic,Regression,R2,ST,0.24257402169704437,0.4370056390762329,0.00015163421630859375,0,G,42
cubic,Regression,R2,SS,-5.213499069213867e-06,0.0,-0.00012791156768798828,0,G,42
cubic,Regression,R2,HS,0.8183694359064102,0.8430946469306946,-0.0017837285995483398,6,G,42
cubic,Regression,R2,ReLU6,0.3596823332309723,0.5254393815994263,-0.000780940055847168,0,G,42
cubic,Regression,R2,Sw,0.9193964624404907,0.9890055060386658,0.00013774633407592773,0,G,42
cubic,Regression,R2,LgS,0.9143265768289566,0.9890355467796326,-0.00010311603546142578,0,G,42
cubic,Regression,R2,Si,0.146537863612175,0.2677053213119507,-0.0003788471221923828,0,G,42
cubic,Regression,R2,Mish,0.9209470440149308,0.9894720315933228,-1.6450881958007812e-05,0,G,42
cubic,Regression,R2,U,-1.7513434736728668,0.5141130685806274,-983.3964233398438,0,G,42
quartic,Regression,R2,E,0.9102380087375641,0.9908128380775452,-0.18523764610290527,29,XER,58
quartic,Regression,R2,XER,0.9481472268104553,0.9909198880195618,-0.1929224729537964,350,XER,58
quartic,Regression,R2,R,0.8145214291810989,0.9893107414245605,-0.18824970722198486,0,XER,58
quartic,Regression,R2,LR,0.8121141045093536,0.9868762493133545,-0.1920078992843628,0,XER,58
quartic,Regression,R2,PR,0.8519846746921539,0.9770411849021912,-0.18751108646392822,0,XER,58
quartic,Regression,R2,RR,0.8301246113777161,0.9751450419425964,-0.18239963054656982,0,XER,58
quartic,Regression,R2,G,0.8832491674423217,0.9890565872192383,-0.18549978733062744,0,XER,58
quartic,Regression,R2,S,0.8683963173627853,0.9908232688903809,-0.18273937702178955,119,XER,58
quartic,Regression,R2,C,0.8537431869506836,0.990253210067749,-0.1897798776626587,1,XER,58
quartic,Regression,R2,ELU,0.8620179864168167,0.9835810661315918,-0.18817150592803955,0,XER,58
quartic,Regression,R2,SELU,0.8745017251968383,0.9900653958320618,-0.18681490421295166,0,XER,58
quartic,Regression,R2,T,-0.046485039353370665,0.06548631191253662,-0.1887112855911255,0,XER,58
quartic,Regression,R2,HT,-0.047063964009284975,0.06457197666168213,-0.18589425086975098,0,XER,58
quartic,Regression,R2,ST,-0.09807828569412232,-0.039713144302368164,-0.1857614517211914,0,XER,58
quartic,Regression,R2,SS,-0.16629996395111085,-0.1468963623046875,-0.18687868118286133,0,XER,58
quartic,Regression,R2,HS,0.29269718945026396,0.526357114315033,-0.18848741054534912,0,XER,58
quartic,Regression,R2,ReLU6,0.27111368787288664,0.5402133464813232,-0.18363463878631592,0,XER,58
quartic,Regression,R2,Sw,0.8364876279830933,0.9769831299781799,-0.18118023872375488,0,XER,58
quartic,Regression,R2,LgS,0.8561364629268646,0.9898421168327332,-0.1810908317565918,1,XER,58
quartic,Regression,R2,Si,-0.11458689618110657,-0.05798995494842529,-0.18883180618286133,0,XER,58
quartic,Regression,R2,Mish,-0.10808956027030944,-0.052309393882751465,-0.1850200891494751,0,XER,58
quartic,Regression,R2,U,0.15449938821792603,0.8905642628669739,-0.19084537029266357,0,XER,58
quintic,Regression,R2,E,0.8643976386785507,0.9854707717895508,-0.00016808509826660156,14,LR,25
quintic,Regression,R2,XER,0.9190768804550171,0.9865916967391968,-0.0008933544158935547,144,LR,25
quintic,Regression,R2,R,0.7806913546323776,0.9903085231781006,3.4570693969726562e-06,56,LR,25
quintic,Regression,R2,LR,0.7989069823026657,0.9906380772590637,-5.7220458984375e-06,283,LR,25
quintic,Regression,R2,PR,0.7767397158145904,0.9834848046302795,9.21487808227539e-05,0,LR,25
quintic,Regression,R2,RR,0.7562986909151077,0.968738317489624,-5.3763389587402344e-05,0,LR,25
quintic,Regression,R2,G,0.4530586210489273,0.5182281136512756,-4.4465065002441406e-05,0,LR,25
quintic,Regression,R2,S,0.5279962371587753,0.7181429266929626,2.199411392211914e-05,0,LR,25
quintic,Regression,R2,C,0.3799411041736603,0.43117618560791016,0.0001043081283569336,0,LR,25
quintic,Regression,R2,ELU,0.8363129606246948,0.9880388975143433,-6.091594696044922e-05,0,LR,25
quintic,Regression,R2,SELU,0.8609564409255982,0.9853739738464355,0.0002675056457519531,2,LR,25
quintic,Regression,R2,T,0.008666949510574342,0.012804567813873291,-1.633167266845703e-05,0,LR,25
quintic,Regression,R2,HT,0.03383687615394592,0.06004840135574341,0.0001723170280456543,0,LR,25
quintic,Regression,R2,ST,0.0083520667552948,0.012806594371795654,-4.482269287109375e-05,0,LR,25
quintic,Regression,R2,SS,0.7486265695095062,0.9885230660438538,-3.0279159545898438e-05,0,LR,25
quintic,Regression,R2,HS,0.23086561179161072,0.568745493888855,-0.012012124061584473,0,LR,25
quintic,Regression,R2,ReLU6,0.16884201300144194,0.3266322612762451,-3.421306610107422e-05,0,LR,25
quintic,Regression,R2,Sw,0.7543620287179947,0.9859417080879211,-6.198883056640625e-06,0,LR,25
quintic,Regression,R2,LgS,0.7298690733909607,0.9135819673538208,1.5914440155029297e-05,0,LR,25
quintic,Regression,R2,Si,0.01929883539676666,0.03580772876739502,-3.981590270996094e-05,0,LR,25
quintic,Regression,R2,Mish,0.8373649637699128,0.9868773221969604,-4.1484832763671875e-05,0,LR,25
quintic,Regression,R2,U,0.000289004921913147,0.1411045789718628,-1.728534698486328e-05,1,LR,25
sin,Regression,R2,E,0.9562925354242325,0.9818279147148132,-0.19485127925872803,0,XER,56
sin,Regression,R2,XER,0.9720838901996612,0.9841061234474182,-0.39985477924346924,357,XER,56
sin,Regression,R2,R,0.9397690335512161,0.9815158247947693,-0.020214319229125977,0,XER,56
sin,Regression,R2,LR,0.93560138463974,0.9822537899017334,-0.22525107860565186,0,XER,56
sin,Regression,R2,PR,0.9118960093259811,0.9810363054275513,-0.49074363708496094,0,XER,56
sin,Regression,R2,RR,0.9333383674621583,0.9810856580734253,-0.006421685218811035,1,XER,56
sin,Regression,R2,G,0.9360095125436783,0.9816780090332031,-0.33088207244873047,0,XER,56
sin,Regression,R2,S,0.9480382341146469,0.9822769165039062,-0.06092095375061035,0,XER,56
sin,Regression,R2,C,0.9560710705518722,0.9823818802833557,-0.08681941032409668,0,XER,56
sin,Regression,R2,ELU,0.9564812641143798,0.9826757311820984,-0.2074812650680542,0,XER,56
sin,Regression,R2,SELU,0.9379200921058655,0.9834933280944824,-1.295363187789917,0,XER,56
sin,Regression,R2,T,0.9613425153493881,0.9822297096252441,-0.05290555953979492,0,XER,56
sin,Regression,R2,HT,0.961474189043045,0.9837329983711243,-0.5434277057647705,132,XER,56
sin,Regression,R2,ST,0.9480283321142197,0.982900083065033,-0.17720437049865723,0,XER,56
sin,Regression,R2,SS,-0.011197401165962219,1.1920928955078125e-07,-0.34780561923980713,0,XER,56
sin,Regression,R2,HS,0.8159229900836945,0.9471657276153564,-0.145743727684021,0,XER,56
sin,Regression,R2,ReLU6,0.9017059177160263,0.983646810054779,-0.5118005275726318,10,XER,56
sin,Regression,R2,Sw,0.8988622895479202,0.977337121963501,-0.12958014011383057,0,XER,56
sin,Regression,R2,LgS,0.8396278829574585,0.9752100706100464,-0.2983297109603882,0,XER,56
sin,Regression,R2,Si,0.32981503987312316,0.5154589414596558,-0.1765909194946289,0,XER,56
sin,Regression,R2,Mish,0.9504946986436844,0.9822177886962891,-0.2562950849533081,0,XER,56
sin,Regression,R2,U,0.7939828013181687,0.9827032685279846,-0.1376934051513672,0,XER,56
cos,Regression,R2,E,0.9415111839771271,0.9774810075759888,-0.036989808082580566,0,XER,112
cos,Regression,R2,XER,0.9371636407375336,0.9780002236366272,-2.3425257205963135,242,XER,112
cos,Regression,R2,R,0.8616386076211929,0.9773209691047668,-0.6314207315444946,0,XER,112
cos,Regression,R2,LR,0.8211853919029236,0.977925181388855,-0.11488223075866699,75,XER,112
cos,Regression,R2,PR,0.9087439357042313,0.977949321269989,-0.5502821207046509,54,XER,112
cos,Regression,R2,RR,0.9256359201669693,0.9746674299240112,-0.0758516788482666,0,XER,112
cos,Regression,R2,G,0.9482763451337815,0.9768276810646057,-0.01007544994354248,35,XER,112
cos,Regression,R2,S,0.9289749088287353,0.9770138263702393,-0.4492168426513672,2,XER,112
cos,Regression,R2,C,0.9513329021930694,0.977249264717102,-0.07382476329803467,4,XER,112
cos,Regression,R2,ELU,0.9468947830200195,0.9771133065223694,-0.038602232933044434,5,XER,112
cos,Regression,R2,SELU,0.9420726952552796,0.9772722721099854,-0.29756855964660645,0,XER,112
cos,Regression,R2,T,0.9375968978404999,0.9769924283027649,-0.031812310218811035,1,XER,112
cos,Regression,R2,HT,0.9459011797904968,0.9780146479606628,-0.030300021171569824,47,XER,112
cos,Regression,R2,ST,0.8964976832866669,0.977428674697876,-0.604316234588623,0,XER,112
cos,Regression,R2,SS,-0.0008902491331100464,1.7881393432617188e-07,-0.06560862064361572,0,XER,112
cos,Regression,R2,HS,0.6301192866563797,0.7963910698890686,-0.7447243928909302,0,XER,112
cos,Regression,R2,ReLU6,0.9307441067695618,0.9778082966804504,-0.020426273345947266,34,XER,112
cos,Regression,R2,Sw,0.7094081333875656,0.9761055707931519,-2.137561559677124,0,XER,112
cos,Regression,R2,LgS,0.8614817050695419,0.9767342209815979,-0.25486254692077637,0,XER,112
cos,Regression,R2,Si,0.7410883182287216,0.9765506386756897,-0.3493272066116333,0,XER,112
cos,Regression,R2,Mish,0.9229247715473176,0.9768527746200562,-0.9275071620941162,0,XER,112
cos,Regression,R2,U,0.8529217901229859,0.9768097996711731,-0.010719537734985352,1,XER,112
tan,Regression,R2,E,0.9774611359834671,0.9969460964202881,0.01570183038711548,284,E,81
tan,Regression,R2,XER,0.9798358671665192,0.9961910843849182,-0.19414031505584717,79,E,81
tan,Regression,R2,R,0.8304816267490387,0.9628845453262329,-0.0058563947677612305,0,E,81
tan,Regression,R2,LR,0.9576343930959702,0.9968869686126709,-0.08681893348693848,26,E,81
tan,Regression,R2,PR,0.9602241630554199,0.9968685507774353,0.011398613452911377,6,E,81
tan,Regression,R2,RR,0.9572118973731994,0.9953403472900391,-0.009612679481506348,0,E,81
tan,Regression,R2,G,0.940966260433197,0.9964278340339661,-0.0510479211807251,0,E,81
tan,Regression,R2,S,0.9436046088933945,0.9967118501663208,-0.0081864595413208,0,E,81
tan,Regression,R2,C,0.9630022405385971,0.9967676997184753,0.010727107524871826,2,E,81
tan,Regression,R2,ELU,0.9629613591432571,0.9967676401138306,0.011648237705230713,60,E,81
tan,Regression,R2,SELU,0.9667777320146561,0.9968465566635132,0.04180717468261719,30,E,81
tan,Regression,R2,T,0.9418715778589248,0.9962522983551025,0.017391860485076904,0,E,81
tan,Regression,R2,HT,0.9505193115472793,0.9962860941886902,0.032207608222961426,0,E,81
tan,Regression,R2,ST,0.9252007346153259,0.9961709976196289,-0.011179089546203613,0,E,81
tan,Regression,R2,SS,-0.0005681556463241577,1.7881393432617188e-07,-0.026279330253601074,0,E,81
tan,Regression,R2,HS,0.952550850391388,0.9915000796318054,0.01669597625732422,2,E,81
tan,Regression,R2,ReLU6,0.9283084546327591,0.9966802000999451,-0.01948261260986328,0,E,81
tan,Regression,R2,Sw,0.9390251828432084,0.9967581033706665,-0.1450514793395996,0,E,81
tan,Regression,R2,LgS,0.9442497069835663,0.9967991709709167,-0.0968937873840332,11,E,81
tan,Regression,R2,Si,0.8369495536088943,0.9905145168304443,-0.010018229484558105,0,E,81
tan,Regression,R2,Mish,0.9028137979507447,0.9896612763404846,-0.10087347030639648,0,E,81
tan,Regression,R2,U,0.8772972748279572,0.9964803457260132,-0.9748772382736206,0,E,81
cot,Regression,R2,E,0.9381631067991256,0.9972227811813354,-0.05478513240814209,23,LR,124
cot,Regression,R2,XER,0.960312985777855,0.9966629147529602,0.0009580254554748535,120,LR,124
cot,Regression,R2,R,0.7553245322704315,0.9679475426673889,-0.019665002822875977,0,LR,124
cot,Regression,R2,LR,0.9164576703310012,0.9977129697799683,-0.002599954605102539,176,LR,124
cot,Regression,R2,PR,0.9420078815221786,0.9972125887870789,-0.004933595657348633,16,LR,124
cot,Regression,R2,RR,0.8936028547286987,0.9792612791061401,-0.007675051689147949,0,LR,124
cot,Regression,R2,G,0.8661211638450622,0.9749962687492371,-0.0026062726974487305,0,LR,124
cot,Regression,R2,S,0.9465778397321701,0.9960370063781738,-0.02263796329498291,21,LR,124
cot,Regression,R2,C,0.9284607821702957,0.9950034618377686,-0.003757476806640625,0,LR,124
cot,Regression,R2,ELU,0.9443439905643463,0.9966209530830383,-0.004385948181152344,0,LR,124
cot,Regression,R2,SELU,0.9434986590147019,0.9930452108383179,0.03757959604263306,8,LR,124
cot,Regression,R2,T,0.9179905713796616,0.9952324032783508,-0.010982751846313477,0,LR,124
cot,Regression,R2,HT,0.9243928148746491,0.9954648017883301,-0.019103169441223145,0,LR,124
cot,Regression,R2,ST,0.8890594803094863,0.9941632151603699,-0.04254281520843506,0,LR,124
cot,Regression,R2,SS,-1.4633417129516602e-05,5.960464477539063e-08,-0.0016112327575683594,0,LR,124
cot,Regression,R2,HS,-3.8519024848937986e-05,5.960464477539063e-08,-0.0034258365631103516,0,LR,124
cot,Regression,R2,ReLU6,0.8119785219430924,0.9569807052612305,-0.028624653816223145,0,LR,124
cot,Regression,R2,Sw,0.8668224358558655,0.9601824879646301,-0.0014576911926269531,0,LR,124
cot,Regression,R2,LgS,0.914046313405037,0.994422197341919,-0.022933244705200195,1,LR,124
cot,Regression,R2,Si,0.7850981501340866,0.9787479043006897,-0.016327857971191406,0,LR,124
cot,Regression,R2,Mish,0.9404675558805465,0.9974836111068726,-0.01960611343383789,135,LR,124
cot,Regression,R2,U,-40.58812110948563,0.44286972284317017,-20312.904296875,0,LR,124
sec,Regression,R2,E,0.9181670401096343,0.9913010001182556,-1.5740981101989746,278,E,71
sec,Regression,R2,XER,0.8997240751981735,0.9905489683151245,-6.611010551452637,38,E,71
sec,Regression,R2,R,0.8659105563163757,0.9911942481994629,-1.62945556640625,14,E,71
sec,Regression,R2,LR,0.8747710732221603,0.99112468957901,-2.9372763633728027,17,E,71
sec,Regression,R2,PR,0.9012769576311112,0.9910586476325989,-1.0931777954101562,2,E,71
sec,Regression,R2,RR,0.8051381590366363,0.9795436263084412,-2.5165069103240967,0,E,71
sec,Regression,R2,G,0.8519783025979996,0.9910646677017212,-2.14911150932312,0,E,71
sec,Regression,R2,S,0.832933847784996,0.990832507610321,-3.197843551635742,0,E,71
